SOURCE DOMAIN,TARGET DOMAIN
selu.edu,beloit.edu
rider.edu,sju.edu
appstate.edu,ua.edu
ecok.edu,wittenberg.edu
sbc.edu,jc.edu
drake.edu,winona.msus.edu
utep.edu,nmsu.edu
nmu.edu,usi.edu
urich.edu,lrc.edu
skc.edu,nd.edu
furman.edu,wofford.edu
bethany.edu,acusd.edu
ugf.edu,uwosh.edu
taiu.edu,sosc.osshe.edu
arbor.edu,fisk.edu
smcks.edu,uvi.edu
butler.edu,afit.af.mil
regent.edu,northern.edu
rmc.edu,bard.edu
uvm.edu,umcp.umd.edu
grace.edu,sonoma.edu
franklin.edu,baldwinw.edu
wesleyan.edu,byuh.edu
cord.edu,pvamu.edu
fairmont.wvnet.edu,uchicago.edu
ulaverne.edu,campbell.edu
uidaho.edu,whittier.edu
bucknell.edu,slc.edu
cheyney.edu,cuis.edu
usc.edu,uofs.edu
sjc.edu,sacredheart.edu
cameron.edu,csc.peachnet.edu
truman.edu,lyon.edu
ju.edu,csc.vsc.edu
umsmed.edu,wsu.edu
poly.edu,letu.edu
riv.edu,isu.edu
acusd.edu,stolaf.edu
muw.edu,amercoastuniv.edu
duq.edu,samford.edu
uccs.edu,nmt.edu
olivet.edu,southwest.msus.edu
bvu.edu,truman.edu
otterbein.edu,strayer.edu
bryant.edu,buffalo.edu
utep.edu,mtech.edu
eku.edu,shsu.edu
unomaha.edu,samford.edu
sulross.edu,NCCU.edu
wmpenn.edu,svsu.edu
nku.edu,jc.edu
fullerton.edu,csubak.edu
nsu.edu,css.edu
duke.edu,ogi.edu
pitt.edu,wilpaterson.edu
rutgers.edu,fhsu.edu
columbus.iupui.edu,isu.edu
csusb.edu,suu.edu
calvin.edu,philacol.edu
luc.edu,css.edu
shu.edu,orst.edu
cmc.edu,unl.edu
wjc.edu,skc.edu
tabor.edu,metro.inter.edu
fit.edu,sfcpa.edu
dbu.edu,ume.maine.edu
ubalt.edu,reed.edu
spu.edu,swmed.edu
northeastern.edu,cuny.edu
devry-phx.edu,mtu.edu
devry-phx.edu,brockport.edu
uncg.edu,ecok.edu
hanover.edu,vt.edu
heidelberg.edu,semo.edu
regis.edu,wm.edu
rhodes.edu,newhaven.edu
stevens-tech.edu,calstate.edu
lunet.edu,stetson.edu
uwosh.edu,muskingum.edu
afit.af.mil,mtu.edu
unc.edu,bible.edu
uwosh.edu,cord.edu
miami.edu,calvin.edu
etsu.edu,caltech.edu
averett.edu,simpson.edu
une.edu,wpi.edu
uaa.alaska.edu,gvsu.edu
uno.edu,grin.edu
skc.edu,indstate.edu
taftu.edu,mcrest.edu
udayton.edu,temple.edu
mcg.edu,linfield.edu
etsu-tn.edu,uiuc.edu
rhodes.edu,depaul.edu
fortlewis.edu,bsu.umd.edu
fau.edu,knox.edu
loyola.edu,greenleaf.edu
wilkes.edu,columbus.iupui.edu
haverford.edu,fhsu.edu
wpi.edu,alverno.edu
sjsu.edu,scarolina.edu
mum.edu,letu.edu
usma.edu,wittenberg.edu
uno.edu,umn.edu
simons-rock.edu,hesston.edu
nhc.edu,hendrix.edu
psu.edu,oit.osshe.edu
mcm.acu.edu,pacificu.edu
utmdacc.uth.tmc.edu,umn.edu
uta.edu,umn.edu
indiana.edu,pomona.edu
appstate.edu,uwsuper.edu
rpi.edu,evergreen.edu
fredonia.edu,csopp.edu
ndsu.nodak.edu,bucknell.edu
wwc.edu,semo.edu
chesapeake.edu,bennington.edu
butler.edu,stedwards.edu
dominican.edu,champlain.edu
cgs.edu,artic.edu
augustana.edu,snybuf.edu
nwciowa.edu,llu.edu
ntu.edu,dominican.edu
meredith.edu,wesleyan.edu
uofport.edu,amercoastuniv.edu
wcu.edu,umuc.edu
usd.edu,wright.edu
maine.edu,willamette.edu
bradley.edu,taiu.edu
vill.edu,babson.edu
trinity.edu,auc.edu
ccu.edu,utep.edu
nyu.edu,csuhayward.edu
carthage.edu,fontbonne.edu
samford.edu,olivet.edu
shc.edu,lemoyne.edu
towson.edu,usafa.af.mil
monm.edu,npcts.edu
cudenver.edu,dana.edu
rochester.edu,slc.edu
sacredheart.edu,bcm.tmc.edu
emmanuel.edu,unh.edu
fplc.edu,uwsuper.edu
umbc.edu,uwsp.edu
stetson.edu,centre.edu
ulaverne.edu,uiu.edu
mssc.edu,sosc.osshe.edu
iit.edu,nwu.edu
carthage.edu,sunyit.edu
uci.edu,wit.edu
auburn.edu,gonzaga.edu
amercoastuniv.edu,indstate.edu
bluffton.edu,sacredheart.edu
utexas.edu,stlcop.edu
quincy.edu,nyu.edu
sonoma.edu,llu.edu
indtech.edu,millersv.edu
sjca.edu,plattsburgh.edu
alfred.edu,auc.edu
stu.edu,unf.edu
mcrest.edu,dbq.edu
hartwick.edu,wittenberg.edu
callutheran.edu,bcm.tmc.edu
nmclites.edu,coastal.edu
philacol.edu,rider.edu
mines.colorado.edu,suu.edu
tulane.edu,etsu-tn.edu
warren-wilson.edu,tnstate.edu
hunter.cuny.edu,wsc.mass.edu
kings.edu,iusb.indiana.edu
smu.edu,wsc.mass.edu
platt.edu,gatech.edu
valpo.edu,evansville.edu
colostate.edu,utsystem.edu
uca.edu,upenn.edu
panam.edu,philacol.edu
cup.edu,sdstate.edu
west.asu.edu,niagara.edu
wmpenn.edu,udayton.edu
uop.edu,fairmont.wvnet.edu
ucsd.edu,calstatela.edu
lmu.edu,fordham.edu
bentley.edu,uwyo.edu
oit.osshe.edu,cnuas.edu
biola.edu,quincy.edu
marion.ohio-state.edu,depauw.edu
utoledo.edu,cmc.edu
tesc.edu,howard.edu
knox.edu,cornell.edu
stockton.edu,tc.columbia.edu
mrs.umn.edu,csuohio.edu
uwsuper.edu,luthersem.edu
swarthmore.edu,westal.edu
mankato.msus.edu,eosc.osshe.edu
sfcpa.edu,sunycentral.edu
nmt.edu,ogi.edu
nadn.navy.mil,coppin.umd.edu
njit.edu,runet.edu
fortlewis.edu,lawrence.edu
slc.edu,huntcol.edu
bgsp.edu,ipfw.indiana.edu
bentley.edu,hope.edu
hsc.colorado.edu,jhu.edu
fairmont.wvnet.edu,wsc.mass.edu
moorhead.msus.edu,dwc.edu
hpu.edu,truman.edu
ecsu.ctstateu.edu,devry.edu
wsc.mass.edu,northern.edu
nyit.edu,udallas.edu
wsc.mass.edu,cuis.edu
coastal.edu,uh.edu
wesleyan.edu,lacollege.edu
ucdavis.edu,uc.edu
bgsp.edu,fgcu.edu
utdallas.edu,panam.edu
unomaha.edu,amercoastuniv.edu
gvsu.edu,alverno.edu
ucr.edu,mcrest.edu
wfu.edu,holycross.edu
bentley.edu,pdx.edu
npcts.edu,ucsf.edu
roanoke.edu,wvu.edu
njit.edu,bju.edu
ttu.edu,utdallas.edu
nmhu.edu,rose-hulman.edu
calstatela.edu,cup.edu
nwmissouri.edu,msoe.edu
cmich.edu,geneseo.edu
indstate.edu,goshen.edu
bakeru.edu,fgcu.edu
uop.edu,evansville.edu
ume.maine.edu,phillips.edu
arizona.edu,sdstate.edu
lamar.edu,uofport.edu
hendrix.edu,lamar.edu
trenton.edu,esu.edu
tsu.edu,siu.edu
csustan.edu,pupr.edu
utampa.edu,ric.edu
roanoke.edu,mcrest.edu
regent.edu,albany.edu
ucsb.edu,hiram.edu
isu.edu,sacredheart.edu
calcoastuniv.edu,emich.edu
reed.edu,muskingum.edu
ucsb.edu,sju.edu
wnec.edu,ucr.edu
poly.edu,arbor.edu
rockefeller.edu,mcm.acu.edu
vill.edu,columbus.iupui.edu
wlu.edu,andrews.edu
hawaii.edu,anselm.edu
mercy.edu,ucsc.edu
cord.edu,uog.edu
tamu.edu,uor.edu
niagara.edu,gallaudet.edu
cmich.edu,afit.af.mil
transy.edu,mcw.edu
franklin.edu,uog.edu
gsu.edu,andrews.edu
albany.edu,wcu.edu
lssu.edu,utampa.edu
hollins.edu,hsc.unt.edu
briar-cliff.edu,lvc.edu
utk.edu,mtsu.edu
iusb.indiana.edu,tulane.edu
fordham.edu,usafa.af.mil
uc.edu,cord.edu
rocky.edu,brenau.edu
fuller.edu,gmu.edu
wm.edu,uwgb.edu
ncwc.edu,onu.edu
oxy.edu,nsuok.edu
whitman.edu,smu.edu
howard.edu,udc.edu
riv.edu,mum.edu
bgsu.edu,siu.edu
hamilton.edu,wcslc.edu
uww.edu,stetson.edu
ncat.edu,muskingum.edu
tucsonu.edu,regis.edu
Dordt.edu,nwmissouri.edu
emory.edu,runet.edu
waynesburg.edu,smith.edu
molloy.edu,muskingum.edu
bsu.umd.edu,cooper.edu
uhh.hawaii.edu,ius.indiana.edu
loras.edu,stedwards.edu
dsu.nodak.edu,quinnipiac.edu
brenau.edu,newhaven.edu
mcu.edu,sbu.edu
centre.edu,trincoll.edu
esu.edu,simons-rock.edu
nhc.edu,csufresno.edu
yale.edu,lsu.edu
csubak.edu,lsu.edu
acofi.edu,sju.edu
northeastern.edu,whitworth.edu
udel.edu,uncc.edu
lwc.edu,ceu.edu
devry-phx.edu,npcts.edu
mines.colorado.edu,su.edu
smcvt.edu,uog.edu
dwu.edu,dowling.edu
nnc.edu,vancouver.wsu.edu
vic.edu,wesleyan.edu
vwc.edu,stcl.edu
rockhurst.edu,wustl.edu
tamu.edu,cuc.edu
ambassador.edu,northeastern.edu
lwc.edu,wlsc.wvnet.edu
fdu.edu,alleg.edu
lmu.edu,sangamon.edu
uta.edu,unk.edu
indwes.edu,eku.edu
lasierra.edu,vill.edu
wcu.edu,sjc.edu
andrews.edu,saintmarys.edu
cofc.edu,uog.edu
ferris.edu,transy.edu
muw.edu,carlow.edu
purduenc.edu,sl.psu.edu
mit.edu,rocky.edu
sc.edu,wisc.edu
indwes.edu,tulane.edu
stmartin.edu,thomas.edu
naz.edu,cgs.edu
montana.edu,unc.edu
tcu.edu,uconn.edu
stcloud.msus.edu,ccu.edu
brandeis.edu,samford.edu
ycp.edu,umsmed.edu
llu.edu,mtu.edu
evansville.edu,coe.edu
cmu.edu,sonoma.edu
uwm.edu,uh.edu
westminster.edu,utsystem.edu
wabash.edu,kzoo.edu
bsu.umd.edu,devrycols.edu
isu.edu,lasierra.edu
stetson.edu,newberry.edu
okcu.edu,sarasota.fl.us
yu.edu,semo.edu
vmi.edu,ibc.edu
wooster.edu,suu.edu
lasierra.edu,ltu.edu
usu.edu,rmc.edu
wilberforce.edu,mcneese.edu
guilford.edu,wilberforce.edu
runet.edu,usc.edu
marlboro.edu,stjohns.edu
cup.edu,unl.edu
nwmissouri.edu,duke.edu
stmarys-ca.edu,ici.edu
bluffton.edu,lcsc.edu
hawaii.edu,philacol.edu
iup.edu,calpoly.edu
plattsburgh.edu,smumn.edu
su.edu,goshen.edu
mcm.acu.edu,ltu.edu
umass.edu,ucsc.edu
colby.edu,lemoyne.edu
ycp.edu,gfc.edu
rosary.edu,uccs.edu
ecsu.edu,hawaii.edu
esf.edu,wts.edu
trenton.edu,milligan-college.tn.us
ugf.edu,guilford.edu
haverford.edu,dana.edu
misu.nodak.edu,ume.maine.edu
rockhurst.edu,fsu.umd.edu
umich.edu,summitunivofla.edu
tucsonu.edu,creighton.edu
mcneese.edu,letu.edu
ccaa.edu,baldwinw.edu
tufts.edu,gwu.edu
wsu.edu,uhh.hawaii.edu
eiu.edu,wofford.edu
iup.edu,siue.edu
tamu.edu,uamont.edu
eiu.edu,sbc.edu
marymt.edu,ccu.edu
sunyit.edu,evansville.edu
assumption.edu,jfku.edu
angelo.edu,bridgeport.edu
geneva.edu,utmdacc.uth.tmc.edu
winona.msus.edu,suffolk.edu
lasierra.edu,plattsburgh.edu
kwu.edu,purdue.edu
ecok.edu,quincy.edu
panam.edu,tntech.edu
curry.edu,marshall.edu
campbellsvil.edu,evansville.edu
sfsu.edu,devry.edu
csuchico.edu,uidaho.edu
usm.edu,slu.edu
bennington.edu,nova.edu
runet.edu,uog.edu
summitunivofla.edu,uaa.alaska.edu
tucsonu.edu,hillsdale.edu
nmt.edu,uiu.edu
arbor.edu,ucr.edu
sjcsf.edu,ucsc.edu
umassp.edu,jbu.edu
jwu.edu,depauw.edu
swarthmore.edu,bard.edu
fielding.edu,uscolo.edu
mcm.acu.edu,tusk.edu
hsc.colorado.edu,fresno.edu
suffolk.edu,waynesburg.edu
fau.edu,franklin.edu
uop.edu,gettysburg.edu
gvsu.edu,manc.edu
centenary.edu,nku.edu
etown.edu,umassd.edu
fisk.edu,manc.edu
bentley.edu,csupomona.edu
niagara.edu,oswego.edu
apu.edu,hiram.edu
sangamon.edu,wcupa.edu
stetson.edu,pomona.edu
usuhs.mil,suu.edu
dbq.edu,umkc.edu
grin.edu,njit.edu
lgc.peachnet.edu,tsu.edu
nadn.navy.mil,dbu.edu
kumc.edu,weber.edu
nwu.edu,wilberforce.edu
amercoastuniv.edu,sjca.edu
cgs.edu,widener.edu
towson.edu,csc.vsc.edu
lvc.edu,cua.edu
bentley.edu,umm.maine.edu
cornell-iowa.edu,assumption.edu
cornell.edu,nd.edu
iusb.indiana.edu,bradley.edu
uaa.alaska.edu,fplc.edu
goshen.edu,svsu.edu
csopp.edu,southern.edu
purdue.edu,uiu.edu
arizona.edu,artic.edu
uic.edu,lafayette.edu
uh.edu,unc.edu
marietta.edu,kzoo.edu
sfcpa.edu,wm.edu
nyu.edu,csuchico.edu
vassar.edu,sunyit.edu
quinnipiac.edu,vwc.edu
whittier.edu,sdstate.edu
uh.edu,uvi.edu
arbor.edu,twu.edu
wcupa.edu,miami.edu
onu.edu,waldenu.edu
ab.umd.edu,seattleantioch.edu
brenau.edu,wcula.edu
nyit.edu,usm.maine.edu
vic.edu,cn.edu
appstate.edu,uakron.edu
uwosh.edu,angelo.edu
sunyit.edu,hope.edu
stanford.edu,geneva.edu
niu.edu,ohio-state.edu
cord.edu,loyola.edu
eosc.osshe.edu,byuh.edu
nova.edu,carthage.edu
swt.edu,bates.edu
bryant.edu,umt.edu
millsaps.edu,csudh.edu
csopp.edu,ccsn.edu
greenleaf.edu,msstate.edu
uwm.edu,lasierra.edu
wcsu.ctstateu.edu,goshen.edu
cooper.edu,csuohio.edu
etsu.edu,calvin.edu
puc.edu,kwu.edu
ogi.edu,okcu.edu
southwest.msus.edu,snu.edu
austinc.edu,bgu.edu
wm.edu,rockford.edu
aic.edu,bridgeport.edu
assumption.edu,tui.edu
lamar.edu,wpi.edu
nl.edu,artic.edu
umkc.edu,saintmarys.edu
nwmissouri.edu,wustl.edu
cuc.edu,kzoo.edu
umcp.umd.edu,wlu.edu
orst.edu,bethel.edu
ncat.edu,brockport.edu
drexel.edu,usfca.edu
mwc.edu,utampa.edu
aurora.edu,gac.peachnet.edu
uog.edu,stmarys-ca.edu
bgsu.edu,rmwc.edu
uiowa.edu,calstate.edu
mursuky.edu,newhaven.edu
bryant.edu,swac.edu
suu.edu,wpi.edu
emporia.edu,uml.edu
mcrest.edu,mcu.edu
mscd.edu,uwf.edu
utampa.edu,iwctx.edu
strose.edu,hsc.edu
une.edu,wfu.edu
louisville.edu,canisius.edu
uiowa.edu,sunyit.edu
scarolina.edu,tucsonu.edu
auburn.edu,idbsu.edu
wheaton.edu,devrycols.edu
geneva.edu,coastal.edu
suu.edu,winona.msus.edu
juniata.edu,virginia.edu
usd.edu,dsu.edu
depaul.edu,uwyo.edu
snybuf.edu,panam.edu
lawrence.edu,bju.edu
swt.edu,stevens-tech.edu
nadn.navy.mil,siue.edu
albany.edu,usd.edu
hsc.colorado.edu,ship.edu
stlawu.edu,unh.edu
muohio.edu,rose-hulman.edu
ferris.edu,nau.edu
creighton.edu,mcg.edu
willamette.edu,yu.edu
nyit.edu,siue.edu
cnuas.edu,newhaven.edu
hsc.unt.edu,bucknell.edu
drake.edu,oswego.edu
berkeley.edu,sl.psu.edu
stu.edu,umkc.edu
highpoint.edu,css.edu
farmingdale.edu,oswego.edu
ici.edu,Peace.edu
enmu.edu,umpi.maine.edu
ncsu.edu,swmed.edu
fairmont.wvnet.edu,umr.edu
dickinson.edu,humboldt.edu
auc.edu,wsu.edu
lgc.peachnet.edu,stmarys-ca.edu
jhu.edu,lmu.edu
quincy.edu,caltech.edu
ufl.edu,louisville.edu
alma.edu,byu.edu
dwu.edu,utah.edu
usm.maine.edu,okcu.edu
mwc.edu,fullerton.edu
harvard.edu,sjsu.edu
towson.edu,pomona.edu
byu.edu,swmed.edu
carleton.edu,lacollege.edu
xula.edu,assumption.edu
depaul.edu,wts.edu
aamu.edu,callutheran.edu
scu.edu,bvu.edu
bvu.edu,hsc.unt.edu
colby.edu,stmarys-ca.edu
vassar.edu,nwciowa.edu
citadel.edu,hood.edu
hesston.edu,moravian.edu
tsufl.edu,uvm.edu
swt.edu,uiowa.edu
hpu.edu,fsufay.edu
csupomona.edu,scwww.ctstateu.edu
cmich.edu,baylor.edu
ohsu.edu,nmhu.edu
edinboro.edu,utsa.edu
platt.edu,usl.edu
bsc.edu,carlow.edu
stvincent.edu,ua.edu
uhh.hawaii.edu,stkate.edu
ndsu.nodak.edu,dsu.edu
tamucc.edu,goshen.edu
gmi.edu,graceland.edu
hillsdale.edu,gac.peachnet.edu
umcp.umd.edu,lasalle.edu
wlsc.wvnet.edu,wcsu.ctstateu.edu
caltech.edu,uwgb.edu
coastal.edu,oxy.edu
bethany.edu,yale.edu
wellesley.edu,transy.edu
evansville.edu,ucf.edu
wilpaterson.edu,providence.edu
plattsburgh.edu,sdsmt.edu
ccu.edu,drexel.edu
greenleaf.edu,ccaa.edu
umt.edu,pitzer.edu
rice.edu,tamu.edu
coppin.umd.edu,rockefeller.edu
wwu.edu,millersv.edu
css.edu,une.edu
xula.edu,nmu.edu
campbell.edu,pomona.edu
newpaltz.edu,msoe.edu
strose.edu,elon.edu
wesleyan.edu,providence.edu
ndsu.nodak.edu,hollins.edu
wellesley.edu,northern.edu
uophx.edu,arbor.edu
kzoo.edu,umcp.umd.edu
unm.edu,mcm.acu.edu
antiochne.edu,northland.edu
hartwick.edu,nlu.edu
plu.edu,rose-hulman.edu
virginia.edu,mercer.peachnet.edu
farmingdale.edu,nwciowa.edu
lawrence.edu,hofstra.edu
whittier.edu,shawnee.edu
uchicago.edu,tsu.edu
indiana.edu,ufl.edu
sunycentral.edu,sarasota.fl.us
rockhurst.edu,tsufl.edu
rmwc.edu,nwu.edu
antiochla.edu,awc.cc.az.us
clinch.edu,cheyney.edu
gallaudet.edu,uh.edu
wmitchell.edu,dominican.edu
hesston.edu,mcu.edu
augustana.edu,une.edu
fresno.edu,mtholyoke.edu
csum.edu,calstatela.edu
siu.edu,udayton.edu
uwosh.edu,devry.edu
bethelks.edu,isu.edu
vt.edu,sbuniv.edu
hanover.edu,allencol.edu
nps.navy.mil,fiu.edu
trincoll.edu,indstate.edu
wilmington.edu,pomona.edu
bible.edu,runet.edu
pvamu.edu,valpo.edu
ipfw.indiana.edu,ilstu.edu
hiram.edu,apu.edu
rmc.edu,nadn.navy.mil
ucsf.edu,warren-wilson.edu
sc.edu,twu.edu
nwciowa.edu,siu.edu
brown.edu,wilkes.edu
gsu.edu,csun.edu
snybuf.edu,msmc.edu
holycross.edu,ici.edu
hartwick.edu,wsc.mass.edu
bluffton.edu,bethany.wvnet.edu
csp.edu,umn.edu
wmich.edu,lafayette.edu
acu.edu,uofport.edu
npcts.edu,taftu.edu
uky.edu,lyon.edu
columbia.edu,luc.edu
peru.edu,phillips.edu
mercy.edu,middlebury.edu
msubillings.edu,marshall.edu
mursuky.edu,slu.edu
jsums.edu,manc.edu
lclark.edu,syr.edu
clarke.edu,uml.edu
tsu.edu,mtu.edu
websteruniv.edu,wlu.edu
niu.edu,stmartin.edu
winona.msus.edu,umm.maine.edu
hiram.edu,subr.edu
apsu.edu,sl.psu.edu
unlv.edu,fit.edu
mursuky.edu,iup.edu
american.edu,wlsc.wvnet.edu
muw.edu,uop.edu
usc.clu.edu,luthersem.edu
sdsmt.edu,sshechan.edu
hesston.edu,geneseo.edu
uu.edu,champlain.edu
vt.edu,williams.edu
beloit.edu,centre.edu
kzoo.edu,umm.maine.edu
uncc.edu,towson.edu
tusk.edu,andrews.edu
cheyney.edu,southwest.msus.edu
csupomona.edu,wts.edu
uog.edu,clarku.edu
Peace.edu,juniata.edu
furman.edu,kutztown.edu
twu.edu,uwsuper.edu
rider.edu,fsufay.edu
unf.edu,csudh.edu
uophx.edu,columbus.iupui.edu
vic.edu,cmu.edu
howard.edu,rose-hulman.edu
csc.edu,carroll.edu
highpoint.edu,csuohio.edu
upr.clu.edu,nsu.edu
wilpaterson.edu,lamar.edu
cn.edu,nnc.edu
umsmed.edu,smumn.edu
uwstout.edu,uwsp.edu
clemson.edu,temple.edu
jtsa.edu,stanford.edu
gatech.edu,skidmore.edu
uvi.edu,alfredtech.edu
humboldt.edu,curry.edu
misu.nodak.edu,usc.clu.edu
wilmington.edu,clarku.edu
uca.edu,pdx.edu
winona.msus.edu,pace.edu
uophx.edu,luthersem.edu
geneva.edu,northeastern.edu
sonoma.edu,drake.edu
nhc.edu,brynmawr.edu
willamette.edu,utmb.edu
sxu.edu,conncoll.edu
lynchburg.edu,cc.edu
sc.edu,orst.edu
gsu.edu,mankato.msus.edu
tamucc.edu,coppin.umd.edu
sewanee.edu,binghamton.edu
westal.edu,utsystem.edu
bsc.edu,bowdoin.edu
rollins.edu,stmartin.edu
tusk.edu,mtu.edu
wright.edu,fsc.edu
idbsu.edu,siue.edu
cofc.edu,uwyo.edu
lacollege.edu,wsu.edu
hamilton.edu,sarasota.fl.us
usi.edu,brockport.edu
tsu.edu,unh.edu
middlebury.edu,caltech.edu
uconn.edu,weber.edu
vcsu.nodak.edu,lunet.edu
smumn.edu,iona.edu
maine.edu,tsufl.edu
providence.edu,westminster.edu
utoledo.edu,fgcu.edu
seattleu.edu,uml.edu
vtc.vsc.edu,seattleantioch.edu
roanoke.edu,albany.edu
duq.edu,newhaven.edu
wvup.wvnet.edu,umuc.edu
sacredheart.edu,lsu.edu
luthersem.edu,wlu.edu
greenleaf.edu,afit.af.mil
luc.edu,moravian.edu
andrews.edu,selu.edu
mscd.edu,oxy.edu
oxy.edu,waynesburg.edu
ttuhsc.edu,chesapeake.edu
ozarks.edu,mscfs.edu
indiana.edu,nova.edu
uchicago.edu,mcw.edu
fandm.edu,northern.edu
cn.edu,warren-wilson.edu
williams.edu,ccaa.edu
cameron.edu,mtholyoke.edu
uark.edu,ucsc.edu
univnorthco.edu,tsufl.edu
fielding.edu,pomona.edu
umassp.edu,waldenu.edu
centenary.edu,une.edu
briar-cliff.edu,onu.edu
uofport.edu,kutztown.edu
adelphi.edu,lemoyne.edu
uark.edu,cc.colorado.edu
wku.edu,juniata.edu
cc.colorado.edu,wuacc.edu
woodburyu.edu,humboldt.edu
lclark.edu,muskingum.edu
slu.edu,ab.umd.edu
phillips.edu,mscfs.edu
ucsf.edu,mcu.edu
wmitchell.edu,sxu.edu
sl.psu.edu,uakron.edu
cord.edu,pacificu.edu
nyu.edu,fresno.edu
fairmont.wvnet.edu,uog.edu
calstate.edu,ibc.edu
ucr.edu,subr.edu
csuohio.edu,stjohns.edu
hamilton.edu,csuohio.edu
nmu.edu,uta.edu
utk.edu,mercy.edu
usiu.edu,fairmont.wvnet.edu
regent.edu,uhh.hawaii.edu
tufts.edu,fsu.edu
fsufay.edu,udayton.edu
smu.edu,ualr.edu
ithaca.edu,hiram.edu
wartburg.edu,stedwards.edu
hood.edu,lunet.edu
allencol.edu,umfk.maine.edu
scu.edu,ceu.edu
fit.edu,rockefeller.edu
csuhayward.edu,mc.edu
rosary.edu,wcupa.edu
bakeru.edu,georgian.edu
kwu.edu,cbu.edu
scarolina.edu,kutztown.edu
liunet.edu,ursinus.edu
gatech.edu,buffalo.edu
okbu.edu,tabor.edu
ceu.edu,lamar.edu
lrc.edu,louisville.edu
ttuhsc.edu,transy.edu
wcslc.edu,clarku.edu
cuis.edu,nau.edu
assumption.edu,nwu.edu
usmma.edu,ncbc.edu
nyit.edu,Dordt.edu
wpi.edu,wisc.edu
seattleantioch.edu,indwes.edu
colsouth.edu,umassd.edu
coastal.edu,dana.edu
vt.edu,msmc.edu
scu.edu,cmc.edu
whitman.edu,lunet.edu
loras.edu,cobleskill.edu
summitunivofla.edu,northern.edu
calvin.edu,lmu.edu
wnmu.edu,lsua.edu
cgs.edu,newberry.edu
sunysb.edu,uhh.hawaii.edu
csustan.edu,biola.edu
sunysb.edu,jmu.edu
kings.edu,ccsu.ctstateu.edu
fsu.umd.edu,mwsc.edu
cnuas.edu,kent.edu
baylor.edu,colum.edu
hmc.edu,mtholyoke.edu
dsc.edu,pdx.edu
alleg.edu,stjohns.edu
judson.edu,gettysburg.edu
angelo.edu,usouthal.edu
jones.edu,juniata.edu
usfca.edu,metro.msus.edu
bhsu.edu,cbu.edu
strayer.edu,wwc.edu
willamette.edu,gac.peachnet.edu
biola.edu,ecok.edu
hawaii.edu,uwm.edu
winona.msus.edu,nmhu.edu
memphis.edu,sru.edu
aamu.edu,montclair.edu
idbsu.edu,iona.edu
luther.edu,temple.edu
iit.edu,hesston.edu
hmc.edu,msu.edu
wwc.edu,gasou.edu
vsu.edu,creighton.edu
usiu.edu,metro.msus.edu
hartwick.edu,ibc.edu
sarasota.fl.us,carlow.edu
ewu.edu,lsua.edu
idbsu.edu,briar-cliff.edu
csbsju.edu,juniata.edu
alleg.edu,tucsonu.edu
onu.edu,smsu.edu
sdsu.edu,stevens-tech.edu
ucsf.edu,fit.edu
hamilton.edu,fresno.edu
fsu.umd.edu,wiu.edu
famu.edu,columbus.iupui.edu
albany.edu,oru.edu
miami.edu,rollins.edu
wabash.edu,und.nodak.edu
sulross.edu,msmc.edu
kutztown.edu,pittstate.edu
swarthmore.edu,udmercy.edu
tucsonu.edu,msjnet.edu
calpoly.edu,muohio.edu
manc.edu,xula.edu
mercy.edu,udallas.edu
williams.edu,uab.edu
marist.edu,stetson.edu
iusb.indiana.edu,cooper.edu
und.nodak.edu,jbc.edu
monm.edu,ukans.edu
bible.edu,csus.edu
kwu.edu,muw.edu
iup.edu,utb.edu
thomas.edu,wright.edu
calcoastuniv.edu,csupomona.edu
utexas.edu,wvup.wvnet.edu
uwsuper.edu,kent.edu
uscolo.edu,fortlewis.edu
mtech.edu,scarolina.edu
alma.edu,kenyon.edu
lssu.edu,jewell.edu
drake.edu,tsu.edu
usuhs.mil,wpi.edu
gonzaga.edu,kent.edu
umich.edu,enmu.edu
ju.edu,umt.edu
rice.edu,Dordt.edu
unlv.edu,iusb.indiana.edu
hood.edu,huntingdon.edu
grace.edu,usl.edu
umfk.maine.edu,northeastern.edu
alasu.edu,coe.edu
jwu.edu,fiu.edu
lincoln.edu,newberry.edu
aic.edu,isu.edu
smcvt.edu,slc.edu
wustl.edu,evergreen.edu
nlu.edu,udmercy.edu
dowling.edu,sbc.edu
muw.edu,widener.edu
clemson.edu,skc.edu
heidelberg.edu,ogi.edu
harvard.edu,bradley.edu
usao.edu,fsufay.edu
alfred.edu,smumn.edu
cmc.edu,uwsa.edu
bgu.edu,gallaudet.edu
umfk.maine.edu,ntu.edu
uthscsa.edu,etown.edu
sbc.edu,swmed.edu
regis.edu,summitunivofla.edu
emporia.edu,phillips.edu
nmsu.edu,uwsp.edu
tsufl.edu,georgetown.edu
wartburg.edu,philacol.edu
beaver.edu,ccu.edu
wmc.car.md.us,duke.edu
selu.edu,morgan.edu
mbc.edu,uor.edu
tarleton.edu,emporia.edu
mscd.edu,sunyit.edu
bvu.edu,suu.edu
molloy.edu,hiram.edu
csbsju.edu,wlu.edu
winthrop.edu,mum.edu
suu.edu,brenau.edu
vwc.edu,humboldt.edu
etown.edu,emmanuel.edu
esf.edu,simons-rock.edu
olivet.edu,Peace.edu
smsu.edu,NCCU.edu
utah.edu,gsu.edu
mcrest.edu,uchicago.edu
nova.edu,uwlax.edu
duke.edu,uchaswv.edu
